596.5		0.000544247
596		0.000663806
595.5		0.00056852
595		0.000760326
594.5		0.000660244
594		0.000766469
593.5		0.000800998
593		0.000866018
592.5		0.001079754
592		0.0009798
591.5		0.001325119
591		0.001135624
590.5		0.001208498
590		0.00149118
589.5		0.001602512
589		0.001800071
588.5		0.001742254
588		0.002084953
587.5		0.002265766
587		0.002549727
586.5		0.002536231
586		0.002848377
585.5		0.003055912
585		0.003380526
584.5		0.003810402
584		0.004012147
583.5		0.004225665
583		0.004835669
582.5		0.005372174
582		0.00598941
581.5		0.006589422
581		0.007275579
580.5		0.008114356
580		0.009145581
579.5		0.009973972
579		0.011095073
578.5		0.012392884
578		0.01370406
577.5		0.015514807
577		0.01728786
576.5		0.019484699
576		0.02187481
575.5		0.024772869
575		0.027702639
574.5		0.03142802
574		0.035696238
573.5		0.040510543
573		0.046094153
572.5		0.052685086
572		0.059957378
571.5		0.068712994
571		0.07875108
570.5		0.090416998
570		0.103849396
569.5		0.119449966
569		0.138676658
568.5		0.16022554
568		0.186086893
567.5		0.216134012
567		0.25159502
566.5		0.294957399
566		0.346075326
565.5		0.405608207
565		0.477410495
564.5		0.564140618
564		0.666956246
563.5		0.793020248
563		0.945495188
562.5		1.129408121
562		1.354442835
561.5		1.632776141
561		1.96924603
560.5		2.386748552
560		2.918334484
559.5		3.566971302
559		4.365206718
558.5		5.39428091
558		6.680160046
557.5		8.29155159
557		10.34106922
556.5		12.93510246
556		16.11998749
555.5		20.09636497
555		24.97880173
554.5		30.72340775
554		37.38844681
553.5		45.0230217
553		53.27492523
552.5		61.42793274
552		69.70274353
551.5		77.25539398
551		83.64854431
550.5		88.97106934
550		92.85181427
549.5		95.58052063
549		97.16477203
548.5		97.99237823
548		98.29034424
547.5		98.13320923
547		97.7989502
546.5		97.40587616
546		96.98488617
545.5		96.57632446
545		96.20815277
544.5		95.9850769
544		95.74458313
543.5		95.63243103
543		95.56494904
542.5		95.53063202
542		95.5562439
541.5		95.62760925
541		95.73710632
540.5		95.90632629
540		96.14427948
539.5		96.30370331
539		96.28603363
538.5		96.52939606
538		96.69654083
537.5		96.84242249
537		96.99904633
536.5		97.02490997
536		97.09188843
535.5		97.08828735
535		97.04296875
534.5		96.94789124
534		96.90668488
533.5		96.8175354
533		96.724823
532.5		96.62202454
532		96.57615662
531.5		96.5122757
531		96.48365784
530.5		96.47677612
530		96.51155853
529.5		96.54593658
529		96.5819397
528.5		96.66864777
528		96.74762726
527.5		96.82880402
527		96.92735291
526.5		96.98736572
526		96.95392609
525.5		96.9775238
525		97.03617096
524.5		97.00559235
524		96.9982605
523.5		96.95942688
523		96.89861298
522.5		96.82712555
522		96.43862915
521.5		96.79653931
521		96.56575775
520.5		96.40885162
520		96.28457642
519.5		96.19863892
519		96.19297028
518.5		96.14569855
518		96.2328949
517.5		96.34829712
517		96.53539276
516.5		96.76610565
516		97.06362915
515.5		97.35266113
515		97.71915436
514.5		98.03366852
514		98.28037262
513.5		98.49119568
513		98.59909058
512.5		98.59315491
512		98.47358704
511.5		98.37255859
511		98.03144073
510.5		97.84406281
510		97.39473724
509.5		97.27374268
509		96.78538513
508.5		96.62162781
508		96.53910065
507.5		96.55660248
507		96.70062256
506.5		96.76998901
506		97.0952301
505.5		97.371521
505		97.64754486
504.5		97.88999939
504		98.14784241
503.5		98.28062439
503		98.38249207
502.5		98.30089569
502		98.3516922
501.5		98.27477264
501		98.47216034
500.5		98.16789246
500		98.1341095
499.5		98.02507019
499		98.0735321
498.5		98.139534
498		98.36615753
497.5		98.46464539
497		98.54387665
496.5		98.68410492
496		98.67062378
495.5		98.90097046
495		98.82280731
494.5		98.65718842
494		98.56777954
493.5		98.55541992
493		98.43451691
492.5		98.36141205
492		98.31463623
491.5		98.31964111
491		98.31491852
490.5		98.42683411
490		98.4806366
489.5		98.47303772
489		98.52146912
488.5		98.51921844
488		98.5171814
487.5		98.44719696
487		98.37715912
486.5		98.30861664
486		98.16254425
485.5		98.12394714
485		98.06135559
484.5		98.0647049
484		98.14862061
483.5		98.17132568
483		98.29592133
482.5		98.38357544
482		98.42667389
481.5		98.46102905
481		98.42939758
480.5		98.39875031
480		98.2806778
479.5		98.15288544
479		98.02666473
478.5		97.794487
478		97.63561249
477.5		97.51498413
477		97.37197113
476.5		97.26014709
476		97.16953278
475.5		97.18550873
475		97.19831085
474.5		97.29943085
474		97.34570313
473.5		97.38419342
473		97.53669739
472.5		97.58855438
472		97.65875244
471.5		97.71669006
471		97.70895386
470.5		97.64499664
470		97.47914124
469.5		97.34786224
469		97.19247437
468.5		97.00915527
468		96.82777405
467.5		96.66184998
467		96.54969788
466.5		96.47462463
466		96.49294281
465.5		96.58283234
465		96.76384735
464.5		96.94468689
464		97.12838745
463.5		97.37863159
463		97.67733765
462.5		97.93664551
462		98.2015686
461.5		98.38031769
461		98.51898193
460.5		98.58849335
460		98.59789276
459.5		98.54057312
459		98.44163513
458.5		98.22058105
458		97.95539093
457.5		97.69390869
457		97.41659546
456.5		97.19121552
456		97.09039307
455.5		96.91041565
455		96.95049286
454.5		97.09568787
454		97.24021912
453.5		97.5593338
453		97.75614929
452.5		97.96168518
452		98.10697174
451.5		98.18640137
451		98.16963196
450.5		98.17338562
450		98.1153717
449.5		98.05735779
449		97.96530914
448.5		97.87506866
448		97.80388641
447.5		97.6004715
447		97.36697388
446.5		97.08901978
446		96.71018982
445.5		96.21921539
445		95.71337891
444.5		95.1574707
444		94.75734711
443.5		94.35324097
443		94.04424286
442.5		93.81600189
442		93.61428833
441.5		93.39039612
441		93.29393768
440.5		93.03769684
440		92.80579376
439.5		92.6089325
439		92.63005829
438.5		92.59394073
438		92.78948212
437.5		93.25457001
437		93.80700684
436.5		94.51138306
436		95.15262604
435.5		95.79882813
435		96.31548309
434.5		96.73283386
434		97.04937744
433.5		97.08616638
433		97.24773407
432.5		97.38176727
432		97.62641907
431.5		97.59126282
431		97.64781952
430.5		97.63748169
430		97.44779205
429.5		97.0687561
429		96.94989014
428.5		96.4539566
428		96.22994232
427.5		96.05844116
427		95.99562836
426.5		95.97276306
426		95.95337677
425.5		95.86411285
425		95.74597931
424.5		95.07709503
424		94.74600983
423.5		94.38584137
423		94.02946472
422.5		93.91666412
422		94.08482361
421.5		94.40794373
421		94.78781128
420.5		95.05788422
420		95.21562195
419.5		95.16958618
419		94.95834351
418.5		94.73135376
418		94.46020508
417.5		94.3494339
417		94.35299683
416.5		94.47658539
416		94.58330536
415.5		94.67237854
415		94.51748657
414.5		94.27097321
414		93.67733002
413.5		93.09867096
413		92.53117371
412.5		92.25209808
412		91.94260406
411.5		91.99747467
411		92.17514038
410.5		92.42004395
410		92.65603638
409.5		92.75795746
409		92.73181915
408.5		92.53656769
408		92.18228149
407.5		91.84069824
407		91.29473114
406.5		90.83172607
406		90.38847351
405.5		89.93843842
405		89.54882813
404.5		89.15750122
404		88.88308716
403.5		88.5561676
403		88.23118591
402.5		87.83779144
402		87.37162018
401.5		86.54898071
401		85.40695953
400.5		83.72142029
400		81.31426239
399.5		78.1388092
399		74.27129364
398.5		69.71491241
398		64.86800385
397.5		60.04584503
397		55.21841049
396.5		50.80321503
396		46.67406845
395.5		42.42571259
